,x,y,Name
6137,64.569855,-47.161716,Les petits mouchoirs
6138,54.891533,-53.61429,Tetro
6139,-16.328417,-41.8802,Raze
6140,-33.824158,3.528276,Ghost in the Machine
6141,31.93335,-77.21607,Elegy
6142,84.56877,-6.9713206,Russkiy kovcheg
6143,-16.70874,12.661794,The Pope of Greenwich Village
6144,-68.78242,-27.08877,Murder at 1600
6145,3.241191,-6.489451,Burke & Hare
6146,-3.0281765,54.487232,City Slickers II: The Legend of Curly's Gold
6147,-15.4474745,23.273342,Music of the Heart
6148,-14.022361,-70.01193,Lean on Pete
6149,-11.713831,75.31114,JCVD
6150,-53.933807,-26.081837,The Yards
6151,-42.402527,-24.819046,Hello I Must Be Going
6152,71.34808,-41.364624,Subway
6153,-77.13121,31.037968,Fort Apache the Bronx
6154,69.38105,-44.84518,Gouttes d'eau sur pierres brûlantes
6155,7.616788,11.952548,Bandslam
6156,33.70265,-58.810265,[Rec]³: Génesis
6157,-11.784156,75.08051,Universal Soldier: The Return
6158,-35.020065,-36.319176,Cannery Row
6159,0.34637004,-47.961597,Art School Confidential
6160,-22.763308,14.860059,Playing for Keeps
6161,51.984806,22.84236,Umimachi Diary
6162,-48.84451,-34.072975,Miami Blues
6163,79.12345,53.346733,Highway
6164,-70.01238,-15.98984,The Pillow Book
6165,-28.118053,16.830408,Vera Drake
6166,-27.832073,18.242002,Another Year
6167,-89.75739,-10.334474,Love Happens
6168,64.26832,-53.525703,The General
6169,-74.08095,29.38208,The Muppets Take Manhattan
6170,70.41003,-9.117236,Vuelven
6171,-11.21063,56.752914,The Honeymoon Killers
6172,-14.485397,43.4342,Churchill
6173,-17.191301,7.2904906,The Stoning of Soraya M.
6174,-34.16099,-5.5426884,Playing by Heart
6175,-2.28907,-45.01648,Reno 911!: Miami
6176,-19.884476,10.589987,The Stunt Man
6177,-64.613976,-51.65934,An American Haunting
6178,-66.55788,-50.69183,Bring Me the Head of Alfredo Garcia
6179,-27.937353,18.375948,All or Nothing
6180,-81.28645,46.783745,Arthur Christmas
6181,37.82574,-74.6613,Goya's Ghosts
6182,-79.942154,46.43934,Fred Claus
6183,3.4174314,-21.43522,Porky's II: The Next Day
6184,66.91619,-40.786743,Le temps du loup
6185,-5.957551,-22.243158,Frogs
6186,38.92144,-37.72615,Rundskop
6187,8.770117,-27.929752,My Science Project
6188,-38.92322,27.79756,Death Wish V: The Face of Death
6189,28.490349,19.623238,De grønne slagtere
6190,-55.455315,11.510153,Extreme Measures
6191,-40.88067,-30.529062,Joyful Noise
6192,-12.315392,-71.60697,Flicka
6193,48.778656,9.266222,Addicted to Love
6194,-24.767624,89.68218,Ernest Scared Stupid
6195,35.20103,-46.282166,The Devil Inside
6196,-61.37243,-21.660372,Love Potion No. 9
6197,-4.7152786,-76.53576,Fido
6198,-62.13661,13.183545,Slow Burn
6199,-9.112114,32.226116,The Damned United
6200,-30.74115,-41.25418,The Art of the Steal
6201,16.875074,36.258354,Samâ uôzu
6202,-56.29885,-37.96455,For Keeps?
6203,-22.993055,-78.38792,Things We Lost in the Fire
6204,-13.656607,-19.522417,Mary Reilly
6205,19.176432,16.862444,Urban Legends: Final Cut
6206,84.63486,-18.95899,Soul Kitchen
6207,-25.098166,41.008278,Two for the Road
6208,18.259909,87.34356,Mai wei
6209,-67.265976,20.538486,A Mighty Heart
6210,73.76986,34.269306,Monsoon Wedding
6211,-27.33482,-22.366365,Gloria Bell
6212,-22.409977,15.818497,Fever Pitch
6213,-52.149734,73.363914,Behind the Mask: The Rise of Leslie Vernon
6214,-69.15692,20.283445,Black Moon Rising
6215,-44.17529,-57.130833,Head Over Heels
6216,-82.581245,-12.44032,Virginia
6217,-12.929999,-70.14515,The Electric Horseman
6218,9.085202,-21.266071,Student Bodies
6219,-66.2286,-58.68581,The Wild Thornberrys Movie
6220,10.057584,37.47607,The Krays
6221,-34.953064,-20.834633,Closet Monster
6222,-54.93173,-25.4546,Reservation Road
6223,-42.691605,-5.0506024,My Dog Skip
6224,-67.71174,21.431639,Beyond Borders
6225,4.2950425,72.11428,Cheung gong 7 hou
6226,-38.361084,43.934433,Gang Related
6227,-31.302982,28.184,La terza madre
6228,-17.270306,-11.632282,Redline
6229,3.8357077,48.959854,Le dîner de cons
6230,76.13753,-35.947872,Coco avant Chanel
6231,45.105286,-23.584469,L'illusionniste
6232,-20.71199,36.08961,Firehouse Dog
6233,-63.48882,12.7719755,Night Falls on Manhattan
6234,-17.074976,-28.198511,Kissing Jessica Stein
6235,14.378389,60.701218,Silk
6236,6.2139373,-12.992513,Ruby in Paradise
6237,-24.007448,0.7854142,Rollover
6238,20.635649,-1.6304271,Hilary and Jackie
6239,10.755794,-8.849562,The Other Side of the Door
6240,-49.934174,21.389107,The Keeping Room
6241,-72.03729,10.572743,Fatal Instinct
6242,-42.517246,38.339,All About the Benjamins
6243,-3.3326683,-63.149796,A Guy Thing
6244,4.060104,-12.102156,I Smile Back
6245,-17.714945,-21.088459,Bounce
6246,-53.577343,13.879916,Gemma Bovery
6247,-60.404568,2.886101,Our Brand Is Crisis
6248,-22.747232,9.827086,Deuces Wild
6249,-48.240955,0.7410861,Mini's First Time
6250,-93.07079,13.343515,Cabin Boy
6251,-45.724697,17.311779,Rebel in the Rye
6252,-4.0057044,51.87826,Blackbeard's Ghost
6253,-55.97138,-14.121893,Chéri
6254,-60.092613,-72.24609,What Goes Up
6255,51.5106,30.804289,Water
6256,-23.42811,8.793385,Cecil B. Demented
6257,-28.382338,0.33891958,The Anniversary Party
6258,-26.409306,-79.264496,Vamps
6259,-27.58467,-63.204067,Boo! A Madea Halloween
6260,50.18414,-38.336544,Les innocentes
6261,75.774506,-24.543444,5x2
6262,49.4283,-58.12225,Kona fer í stríð
6263,-5.0799155,17.162378,Welcome to the Punch
6264,57.77804,-52.690033,Blackthorn
6265,28.156218,-20.031504,Tragedy Girls
6266,15.513035,59.425148,Bakemono no ko
6267,-27.796307,57.6652,Witless Protection
6268,-76.60943,0.48918054,Igor
6269,-58.0841,-9.471573,Being Julia
6270,-44.252594,-10.614761,The Claim
6271,-29.43062,50.29958,Tough Guys
6272,-3.0760145,-28.052874,Complete Unknown
6273,-26.061031,-58.24884,The Brothers Solomon
6274,-29.247877,8.126629,Lonely Hearts
6275,-16.735844,90.118614,Birthday Girl
6276,-10.372971,-19.30452,Rock the Kasbah
6277,-63.787533,-19.540497,Vanishing on 7th Street
6278,7.8484116,30.282433,Superbabies: Baby Geniuses 2
6279,19.04391,16.956299,Finding Bliss
6280,-44.23345,-57.14587,The House of Yes
6281,-47.400024,-39.287838,Head of State
6282,3.675865,-29.20552,Hello Mary Lou: Prom Night II
6283,-59.662617,-9.033564,Love Affair
6284,39.542397,-23.536755,Morvern Callar
6285,-60.93879,-34.61171,Permanent Midnight
6286,-74.392555,-25.033203,Hamlet
6287,-79.80707,14.932257,Cocoon: The Return
6288,6.4862223,3.8224258,The Sapphires
6289,-9.282011,29.234259,Mine 9
6290,13.96853,13.328996,Mirrormask
6291,-42.375435,-16.80836,The Paper
6292,12.688558,0.019241879,The Turning Point
6293,13.070853,-34.703625,The Wind
6294,-40.790104,63.69589,Code of Silence
6295,24.120472,28.607718,Who's Harry Crumb?
6296,69.3915,-26.613874,Ernest et Célestine
6297,-27.481968,-63.14023,A Madea Family Funeral
6298,7.355084,43.712044,Sound of My Voice
6299,4.4949946,-16.0069,Class Act
6300,-25.82066,-32.781048,Made in America
6301,-15.327572,-22.908796,Glitter
6302,-65.82167,-58.29036,Rugrats Go Wild
6303,-66.785484,-9.782031,Forces spéciales
6304,-58.896,-27.781218,A Good Woman
6305,-55.56513,31.546352,Inosensu: Innocence
6306,24.971598,22.598656,Kontroll
6307,16.351877,-1.5593044,High Strung
6308,1.4854152,9.6403,Leaves of Grass
6309,-15.054803,28.44162,"Welcome Home, Roscoe Jenkins"
6310,-62.03488,62.68185,Citizen Ruth
6311,-46.794415,-26.35702,Happy Endings
6312,-8.438132,83.09649,3 Ninjas Kick Back
6313,-35.1205,62.182568,Underclassman
6314,-64.47477,-11.686212,One True Thing
6315,69.95171,42.536694,Ae Dil Hai Mushkil
6316,-29.87638,22.54222,See Spot Run
6317,-15.619247,-25.80215,Lay the Favorite
6318,-63.47448,-33.01066,Possession
6319,-52.55241,-48.64441,Shut In
6320,-14.632427,-16.930368,When the Bough Breaks
6321,-30.822159,-5.5767627,The Visual Bible: The Gospel of John
6322,-48.041985,-62.21388,Surveillance
6323,-2.097544,-45.223415,The Comebacks
6324,-1.8574394,61.8716,The Woman in Black 2: Angel of Death
6325,-31.797947,-12.673449,Frances
6326,-82.617096,-4.0957665,Simply Irresistible
6327,42.141685,-78.116745,Aftershock
6328,3.3758812,-6.225811,Phantasm II
6329,-9.87362,53.80821,Bloody Sunday
6330,-55.848515,21.087313,Wish You Were Here
6331,4.0738378,-24.706415,Zero Day
6332,72.673584,-65.2578,ABCs of Death 2
6333,-33.547108,-24.623083,What Maisie Knew
6334,-64.26164,50.44125,Annapolis
6335,-65.88508,65.558556,The Sasquatch Gang
6336,-0.015090598,80.87048,Dou foh sin
6337,4.7943506,84.38288,Wong Gok ka moon
6338,-59.75516,-10.14377,Running with Scissors
6339,-8.179504,71.194786,Copying Beethoven
6340,-47.740505,-1.9158465,Instinct
6341,37.063343,-36.974335,120 battements par minute
6342,17.923359,22.189669,Cheap Thrills
6343,4.549661,83.60154,Dung che sai duk
6344,-26.864162,-11.396708,InAPPropriate Comedy
6345,19.922867,3.7125611,The Musketeer
6346,19.230078,-0.6479033,The Signal
6347,-81.25736,-5.5629835,The Ref
6348,6.989835,56.158745,Lost & Found
6349,-13.557462,-36.31282,Proud Mary
6350,-96.98505,22.19222,Skinwalkers
6351,-43.05203,35.866734,Early Man
6352,-13.20322,-30.541145,The Shaggy Dog
6353,-65.777115,-31.879747,Sylvia
6354,15.238331,-18.471285,Gemini
6355,-5.5515018,-77.424934,The Cured
6356,-68.86047,-14.8874,Jane Got a Gun
6357,-45.257008,-49.42077,Palmetto
6358,-45.052597,-24.741573,Aspen Extreme
6359,6.4252815,52.86432,Escape from Tomorrow
6360,33.09736,-73.73485,The Wings of the Dove
6361,-30.324686,-51.10348,Two of a Kind
6362,18.8724,32.328487,Dolemite
6363,35.933594,12.795562,1945
6364,10.485286,-84.01033,From Prada to Nada
6365,-71.02522,-14.843151,Cassandra's Dream
6366,50.72219,46.15543,Cadillac Man
6367,-30.76466,-5.625462,The Last Station
6368,-86.54048,-12.509988,Sleuth
6369,-28.780558,-23.811409,Satisfaction
6370,-40.508003,67.83093,The Guilt Trip
6371,-70.574295,-57.5022,Mixed Nuts
6372,-71.11099,26.946615,Waist Deep
6373,22.747646,-28.85889,Recess: School's Out
6374,-36.965534,30.946678,The Front Page
6375,3.2576127,10.628369,Mapplethorpe
6376,-80.89653,-4.825043,Two If by Sea
6377,1.6942185,-16.620361,Miracle at St. Anna
6378,-23.891064,33.399624,The Tigger Movie
6379,-59.682068,-2.1248033,Paradise Road
6380,-38.52878,-43.368572,Small Time Crooks
6381,-69.91137,-9.863422,The Good German
6382,-37.253506,14.948333,Love Ranch
6383,-66.30498,44.0559,Ratchet & Clank
6384,-66.34121,16.69594,The Mighty Quinn
6385,56.707653,52.344543,The Beast Within
6386,-81.745804,-48.288147,Intruders
6387,-48.33873,9.483073,De-Lovely
6388,-62.253696,62.506947,Latter Days
6389,-42.55442,-29.51578,Welcome to the Rileys
6390,-28.631342,8.006919,Prefontaine
6391,-24.815218,58.09446,Yankee Doodle Dandy
6392,-2.1179469,19.605703,The Seeker: The Dark Is Rising
6393,-64.36611,-41.89394,Mad Dog and Glory
6394,-32.327824,-8.953853,Adam
6395,67.613976,-41.957077,Louder Than Bombs
6396,-32.653187,-36.626564,Digging for Fire
6397,58.25315,-63.23385,No
6398,-3.2851255,-12.253952,Rudderless
6399,7.010069,-42.67728,The Angels' Share
6400,28.785624,-52.044357,Little Voice
6401,-15.042557,-17.887785,Two Can Play That Game
6402,-35.335033,33.589966,There Was a Crooked Man...
6403,37.423244,-3.537501,Unaccompanied Minors
6404,-70.17872,-3.656938,Down in the Valley
6405,-58.335762,-8.829036,The Seagull
6406,-2.5683029,79.6998,Sam gang 2
6407,-30.262789,68.018555,Sous le sable
6408,28.344276,-60.03501,The Art of War
6409,-50.047626,-18.371172,Wise Guys
6410,23.525612,59.293385,Evangerion shin gekijôban: Ha
6411,-41.53564,37.734413,Barbershop 2: Back in Business
6412,-57.764935,-16.851,The Happy Prince
6413,-5.2418423,-55.116016,The In-Laws
6414,67.18259,-8.68657,Camp
6415,9.76015,49.898083,Tanner Hall
6416,16.855251,-14.761752,The Molly Maguires
6417,-53.509262,3.891642,Half Past Dead
6418,-77.6063,0.19260599,Trees Lounge
6419,-91.39203,12.217307,The Chaperone
6420,-61.069466,-25.31172,A Single Shot
6421,-26.931677,34.68061,"Mary, Queen of Scots"
6422,-65.79044,4.5060983,The Little Stranger
6423,-70.957855,38.930634,The Hollars
6424,-28.956097,25.908611,Lady in White
6425,-71.43761,-48.706093,The Real Blonde
6426,-44.92983,38.690292,The Hospital
6427,-45.513702,67.60958,The Glimmer Man
6428,16.915245,36.33225,Meari to majo no hana
6429,0.6948064,23.388435,The Ledge
6430,-29.16394,-31.637997,Big Miracle
6431,-12.542942,81.585175,Ong Bak 2
6432,-85.86759,-7.1597457,Bill
6433,12.868898,23.91504,90 Minutes in Heaven
6434,-48.610874,-81.939224,Trail of the Pink Panther
6435,-42.438583,-24.495378,Hearts Beat Loud
6436,-81.9083,8.925128,Cats & Dogs: The Revenge of Kitty Galore
6437,-46.56089,68.00846,Dance Flick
6438,31.79239,-6.476963,Admission
6439,-28.169334,18.082457,Life Is Sweet
6440,-23.362698,-2.4400387,When Will I Be Loved
6441,-36.74222,30.839417,Out to Sea
6442,-0.58213836,-79.992325,The Vatican Tapes
6443,27.150454,-61.60179,The History Boys
6444,32.579582,-30.408667,Transit
6445,-42.34644,2.826776,Gas Food Lodging
6446,72.49295,-18.325493,Umberto D.
6447,-27.787653,-63.288273,Madea's Witness Protection
6448,0.9124158,-45.082756,Prince Avalanche
6449,31.295155,2.515134,American Pop
6450,-42.43658,9.846397,Something New
6451,11.256941,-45.010193,Walking and Talking
6452,-39.503586,39.71264,Ballistic: Ecks vs. Sever
6453,-14.343459,16.23678,Best Defense
6454,-25.077372,-56.991165,The Giant Mechanical Man
6455,-8.627123,75.57748,Birth of the Dragon
6456,-17.196934,7.3053327,Highwaymen
6457,13.482743,70.340126,Xin shao lin si
6458,-49.167274,39.445965,Made in Dagenham
6459,58.19879,-33.144695,The Concorde... Airport '79
6460,-34.13141,-4.2609825,Palindromes
6461,88.84157,-32.078457,Beat Street
6462,42.144672,22.465887,Red Road
6463,69.81728,-44.33831,L'ennemi public n°1
6464,-64.7921,0.72314525,Violet & Daisy
6465,-62.15883,43.25584,Space Chimps
6466,-1.1239852,62.853718,Queen & Country
6467,-72.62689,7.903423,Revolution
6468,26.133526,-46.626682,Borgman
6469,31.808777,-67.24543,Girlfight
6470,14.736583,-16.260088,Sommersturm
6471,-27.771208,-15.927421,Abandon
6472,2.1430242,-1.5042367,Paranoid Park
6473,14.027816,-60.04172,The Hot Rock
6474,-23.957748,-95.13388,Le gamin au vélo
6475,56.614483,19.267334,Wadjda
6476,85.264915,6.940314,Omar
6477,-3.9962766,37.113014,Sgt. Stubby: An American Hero
6478,-31.66281,-5.144113,Hanover Street
6479,-60.134167,-50.008495,Shade
6480,0.02367244,58.92662,Blaze
6481,-20.82639,85.00351,Person to Person
6482,25.807793,87.2952,Saja
6483,-20.92503,31.233704,Roustabout
6484,-23.857899,33.42848,Pooh's Heffalump Movie
6485,8.833574,39.040344,It's All Gone Pete Tong
6486,-35.98226,-32.141293,This Christmas
6487,-11.870684,32.26334,Repossessed
6488,-79.58612,-26.455563,Venus
6489,12.994537,-80.5881,A Better Life
6490,-39.434643,-38.39973,Johnny Suede
6491,6.9114347,55.944782,Wiener-Dog
6492,-15.662571,45.561096,Emperor
6493,-33.55297,-3.462681,Mortal Thoughts
6494,18.680456,81.30675,Tokyo!
6495,-14.263419,-49.144917,Agnes of God
6496,-49.047146,-30.493078,Mad City
6497,26.022263,47.21944,Metoroporisu
6498,-67.48351,33.660202,Mr. Magoo
6499,-64.35822,-35.859505,The Crossing Guard
6500,-88.66289,-46.079163,The Resurrection of Gavin Stone
6501,-3.1178596,36.629856,Good Boy!
6502,-22.032898,65.370285,The Shaggy Dog
6503,6.5954695,-70.24172,Chaos Theory
6504,-50.600037,17.634851,The White Crow
6505,30.756704,1.114251,Nirgendwo in Afrika
6506,-48.359455,-51.56055,The Nines
6507,-37.124744,-44.111694,"Play It Again, Sam"
6508,-4.0390477,-68.34092,Dirty
6509,22.36731,-1.5307777,Lottery Ticket
6510,-12.200493,43.773216,Flammen & Citronen
6511,2.5139704,23.541035,Loong Boonmee raleuk chat
6512,-48.505817,-36.36311,Outside Providence
6513,-34.976093,71.61826,Thumbsucker
6514,37.197144,19.35786,Avalon
6515,-41.2257,45.620785,The Distinguished Gentleman
6516,36.247276,16.534204,The Man Who Invented Christmas
6517,33.765163,-41.04601,Saraband
6518,-52.940056,55.810513,Major Dundee
6519,-31.872086,-2.77831,Puncture
6520,43.21253,20.438921,The Sun Is Also a Star
6521,67.007744,33.850864,Mohenjo Daro
6522,-7.537032,-63.39698,Home for the Holidays
6523,-28.79747,-35.118958,Freeheld
6524,48.78428,-35.539818,La Ciénaga
6525,0.68027425,59.72097,Krisha
6526,-18.994207,-45.59985,Undercover Blues
6527,79.83503,-52.849945,The Limits of Control
6528,-34.901978,-47.085087,Mumford
6529,23.349466,10.689531,The Reivers
6530,-55.494957,-39.334892,Don't Come Knocking
6531,-55.19658,58.31114,Barney's Great Adventure
6532,-80.21076,-31.026344,Just a Kiss
6533,-6.398967,-10.467989,Smashed
6534,-31.764637,-12.673941,Sweet Dreams
6535,-60.4665,25.79021,Barney's Version
6536,-4.4137425,-16.932423,The Night the Lights Went Out in Georgia
6537,90.79303,25.945917,Bangkok Dangerous
6538,7.0787787,-20.183231,High School
6539,-27.044382,-24.998865,Phantom
6540,-38.370007,-43.424835,The Curse of the Jade Scorpion
6541,-48.804996,-11.5250225,The Man with One Red Shoe
6542,-35.97507,46.275066,The Russia House
6543,-69.635475,10.319877,That Was Then... This Is Now
6544,-35.515728,87.01116,Kikujirô no natsu
6545,-77.70109,-40.897892,The Dead Girl
6546,3.4710462,77.86421,Wu xia
6547,-72.0605,-41.188934,Sweet Sweetback's Baadasssss Song
6548,-12.968982,33.72317,Snow Falling on Cedars
6549,-31.26224,-37.771416,Love Stinks
6550,21.69408,-66.641136,10 Items or Less
6551,-47.939034,8.896137,Grand Canyon
6552,10.109814,81.69884,Zhan lang II
6553,-54.604343,-34.11005,Spartan
6554,64.20156,-9.500689,Leave It to Beaver
6555,-72.387856,-21.392727,Harrison's Flowers
6556,-77.17691,10.879394,The Banger Sisters
6557,-34.494583,78.764946,Ninja III: The Domination
6558,18.252037,28.799534,Byuti insaideu
6559,-22.443224,-55.132397,Aloft
6560,-81.77306,-45.109997,For Greater Glory: The True Story of Cristiada
6561,-18.00952,45.591362,Saints and Soldiers
6562,-40.85125,-30.47612,Just Wright
6563,57.53025,-66.1998,Desierto
6564,-63.55718,-46.433956,The Newton Boys
6565,-35.783447,-3.661361,She Hate Me
6566,27.500336,5.675739,Ode to Joy
6567,-42.762653,9.52283,The Perfect Guy
6568,29.6499,3.0606349,The Grey Zone
6569,32.571262,35.565125,Earth to Echo
6570,-46.52635,-20.218443,The Comedian
6571,-77.841515,-36.216587,The Onion Field
6572,-8.54943,-72.88017,Dreamer: Inspired by a True Story
6573,63.143757,-32.411087,Wasabi
6574,23.859636,37.544376,Storm Boy
6575,57.13772,-34.025764,Quand on a 17 ans
6576,-38.186756,-26.272713,Parents
6577,48.94759,-67.96234,"For a Good Time, Call..."
6578,-41.81466,6.5372252,Dr. T & the Women
6579,-3.3723094,-90.508545,Due occhi diabolici
6580,-40.25711,-43.409397,Crazy on the Outside
6581,-10.328451,-10.101814,The Brothers McMullen
6582,37.907158,-64.88115,Tacones lejanos
6583,9.852888,-21.94616,Teachers
6584,5.891903,-28.507504,Home Room
6585,59.38936,-55.126904,Head in the Clouds
6586,-90.073265,26.837528,The Dish
6587,8.788276,71.72089,Tian zhu ding
6588,-66.0337,-31.842127,Duets
6589,-83.58841,-27.264467,The Last Five Years
6590,-10.975113,-27.531599,The Daughter
6591,-35.5929,-26.96532,The Specials
6592,-25.930677,-21.726704,Family
6593,-38.317406,-58.58037,Paper Man
6594,18.16024,-50.955456,Where the Day Takes You
6595,-71.30091,-36.992275,Black Mama White Mama
6596,-63.118286,-33.165867,In the Company of Men
6597,-12.146612,1.4676604,Post Grad
6598,84.784065,48.11102,Walking with Dinosaurs 3D
6599,46.67909,-40.400745,Kickin' It Old Skool
6600,-61.708607,-27.119473,Welcome to Collinwood
6601,29.552467,-53.952164,Line of Duty
6602,29.863474,-29.07416,God's Not Dead: A Light in Darkness
6603,-19.612164,19.482073,Nobody's Fool
6604,-81.17197,-10.796828,Candyman: Farewell to the Flesh
6605,-42.193756,-74.950745,Swimming with Sharks
6606,-65.75352,-12.085806,Nurse Betty
6607,-91.21579,-33.63476,Blow Dry
6608,-16.896532,-37.87993,Kings
6609,-38.26611,-42.35695,Husbands and Wives
6610,72.58779,-34.598312,Les adieux à la reine
6611,6.822839,-22.121159,Fame
6612,-43.311325,-2.3618987,Little Man Tate
6613,-24.554771,-11.1978245,Jayne Mansfield's Car
6614,-5.463892,-27.702387,Piercing
6615,26.489588,9.079965,Tadpole
6616,45.289326,17.657696,The Other
6617,20.921864,43.10852,Absolute Beginners
6618,-6.454259,-53.590263,Tim and Eric's Billion Dollar Movie
6619,-37.743122,-65.05485,The Order
6620,-40.45907,-15.02813,Hanging Up
6621,-56.500523,-54.84674,Roger Dodger
6622,-44.201263,-71.29404,House of Usher
6623,4.0000196,38.02764,Two Girls and a Guy
6624,-19.899017,2.3083627,Just Visiting
6625,20.863438,-15.567679,Pinocchio
6626,-27.357882,0.31521395,Margot at the Wedding
6627,13.381048,-9.43889,God Help the Girl
6628,-14.4402485,28.838238,A Family Thing
6629,1.5021994,60.895237,Chapter 27
6630,-44.61355,-49.496376,"Surfer, Dude"
6631,22.41862,38.02957,The Powerpuff Girls Movie
6632,78.92068,-29.07643,Sparkle
6633,14.749208,59.56958,Mind Game
6634,77.74954,6.9192743,Desert Flower
6635,-50.55628,17.294773,The Invisible Woman
6636,-0.194363,18.6989,Beautiful Boy
6637,41.16143,-56.232098,Pájaros de verano
6638,-60.442226,25.840656,A United Kingdom
6639,7.6179976,2.8766687,Where Hands Touch
6640,-6.8982654,-75.97123,Survival of the Dead
6641,21.992973,-85.56711,Cleopatra Jones
6642,-79.402145,-5.711657,The Bachelor
6643,-52.83308,-19.410398,Ain't Them Bodies Saints
6644,14.086464,74.91756,Ne Zha zhi mo tong jiang shi
6645,-24.393139,-42.97325,Strangers with Candy
6646,20.518147,84.19272,Mil-jeong
6647,-37.143425,-24.083838,Indian Summer
6648,-35.29182,-81.753265,The Loss of Sexual Innocence
6649,20.71054,80.88736,Shi
6650,20.374475,-61.3116,Tracers
6651,-36.06226,-62.267796,Matewan
6652,-14.535641,-28.565681,Born to Be Blue
6653,1.8728508,5.0030603,The Adderall Diaries
6654,49.790043,-55.343147,Woman on Top
6655,-8.606355,-25.635406,Destry Rides Again
6656,37.669277,-26.114262,La Danza de la Realidad
6657,8.1603365,-84.970116,Captivity
6658,11.119658,-19.856577,Won't Back Down
6659,-43.71131,-15.358641,Stop-Loss
6660,-11.2497635,-43.57272,Liberty Heights
6661,42.78237,-6.98589,Cthulhu
6662,-4.9661436,63.162575,In Too Deep
6663,-27.288023,-62.403736,Good Deeds
6664,1.5333,-45.915844,Venuto al mondo
6665,-15.139915,-58.424793,Cyrus
6666,-14.309905,75.34951,Wrong Is Right
6667,-6.525277,-34.59342,The Chumscrubber
6668,37.729786,-37.346203,Le fidèle
6669,-21.587572,-13.908204,Bobby Deerfield
6670,17.281816,1.8620629,Human Nature
6671,-84.725395,-36.536594,Life During Wartime
6672,-29.19797,-23.885406,The Family Fang
6673,-53.613167,-15.337768,The Big Bounce
6674,67.563286,-48.85314,Une liaison pornographique
6675,-29.148146,3.1486552,Mr. Jones
6676,14.207771,0.3264555,The Company
6677,-76.47908,-4.981464,Marilyn Hotchkiss' Ballroom Dancing & Charm School
6678,34.47637,11.325082,November
6679,9.685489,-1.504237,Baggage Claim
6680,-47.855133,55.926483,Just Before I Go
6681,31.00022,83.863106,Chunhyangdyun
6682,-48.66717,-64.08266,Race with the Devil
6683,-18.4474,24.944778,Lost in America
6684,-69.76834,10.172598,The Public
6685,15.370787,-28.82596,Pennies from Heaven
6686,-43.74508,-52.207634,Bright Young Things
6687,38.81428,-79.670235,Chasing Papi
6688,5.876283,-7.005487,The Fluffer
6689,-20.26197,27.144995,Haunted Honeymoon
6690,41.4035,-28.067896,Banlieue 13: Ultimatum
6691,-33.331375,-33.009552,Pretty Persuasion
6692,-16.943232,-35.346508,The Perfect Weapon
6693,-100.90427,2.8261747,Tillsammans
6694,-57.765053,-9.751882,Guilty by Suspicion
6695,22.103956,14.336563,8 ½ Women
6696,-43.749832,6.3164463,Restoration
6697,25.20763,25.80956,Patti Cake$
6698,-86.07036,-7.338175,Indignation
6699,-61.14596,-1.8820693,Little Fish
6700,-71.8817,-47.81977,Quicksilver
6701,-43.231445,12.131177,Brian Banks
6702,-17.421442,74.54058,The Promotion
6703,-26.585648,-47.82455,Julien Donkey-Boy
6704,-66.90159,12.356329,The Million Dollar Hotel
6705,-59.707928,-64.53801,City Island
6706,-81.17824,-5.8454833,Operation Dumbo Drop
6707,-39.800873,68.92049,I.Q.
6708,-5.8745117,33.756527,50 to 1
6709,50.645393,19.01629,Bacalaureat
6710,-60.43623,-2.9459593,Oscar and Lucinda
6711,-3.791903,-5.6781545,Saving Christmas
6712,15.296786,-16.333895,Whipped
6713,-41.89749,6.9957585,Extremities
6714,-52.080776,-7.887554,Trapped in Paradise
6715,84.17073,-46.18115,Une nouvelle amie
6716,19.873426,3.6303039,Stuck
6717,-48.24017,13.968866,Swing Vote
6718,-44.667347,35.076107,Deux frères
6719,-34.71976,62.30938,Viceroy's House
6720,-19.893858,-17.291332,Beautiful Creatures
6721,-22.00993,-9.781254,Strangerland
6722,-6.726218,29.794443,A Shock to the System
6723,24.616922,85.85473,Pieta
6724,-0.45193595,-36.288387,All About Nina
6725,75.72871,-24.830675,Le temps qui reste
6726,85.42501,-39.530857,Hors de prix
6727,49.283028,9.862037,Pink Cadillac
6728,-45.827103,-38.115074,There Be Dragons
6729,-19.57264,-55.491737,Flash of Genius
6730,-17.143436,-3.5357203,Brewster McCloud
6731,-26.99785,21.081337,Metro
6732,-19.305859,-23.99026,The Greatest
6733,-28.687002,-39.609222,Jimi: All Is by My Side
6734,-35.891094,-38.89625,Right at Your Door
6735,-64.217834,-20.598259,The Truth About Charlie
6736,-67.97413,57.54253,City Heat
6737,-33.137253,-49.854847,The Adventurer: The Curse of the Midas Box
6738,-3.5510812,-3.6400487,The Young Messiah
6739,-59.73593,38.376003,What Planet Are You From?
6740,-50.13016,74.83623,The Mangler
6741,14.543232,-28.619955,College Road Trip
6742,33.226536,-36.67867,Modigliani
6743,-56.510845,-61.069912,Iceman
6744,-78.91721,5.571948,The Oh in Ohio
6745,-33.668434,-19.38629,Blue Night
6746,57.26197,-59.56682,The Lost City
6747,56.894764,-27.89157,Aquarius
6748,-25.62597,-34.912136,Rebound
6749,-58.817833,7.9421215,Animal Factory
6750,61.729073,11.696547,Auf der anderen Seite
6751,-44.618378,-20.037365,True Confessions
