,x,y,z,Name
2513,-1.4277092,-54.104176,-32.83079,The Land Before Time
2514,0.9944763,-48.20028,24.017979,The Black Dahlia
2515,-15.497641,25.988892,40.6078,Tulip Fever
2516,38.32304,1.8460984,-22.499952,The Ruins
2517,69.31135,10.664714,-8.434383,Ghost World
2518,-12.210803,-41.745476,-41.21272,Cinderella
2519,16.377077,25.395401,-38.57469,Yip Man 4
2520,17.646996,-16.147982,45.166134,Pleasantville
2521,-2.2515278,-19.502983,-56.225143,Greta
2522,14.842155,-47.692875,23.10397,Corpse Bride
2523,-23.754406,-41.766876,10.742767,Absolute Power
2524,-13.399586,-17.824177,26.03506,A Good Year
2525,41.89437,-16.091198,-12.25403,Rushmore
2526,28.290928,-3.9146104,23.856606,The Music Man
2527,19.14017,-52.209763,15.355972,Orgazmo
2528,-5.6706676,-29.790712,-0.86278373,The Jackal
2529,-18.277344,0.45823717,32.726654,One Hour Photo
2530,22.7236,30.827808,-36.653717,Rush Hour 3
2531,-22.495388,-19.394962,-21.776203,"Ich seh, Ich seh"
2532,14.924069,-14.960948,28.809124,Mermaids
2533,20.28738,36.82678,-20.17203,A Night at the Roxbury
2534,-3.833884,-51.336227,0.8573638,The Ugly Truth
2535,48.392937,-8.88037,-24.45042,Red Dawn
2536,26.224752,-22.32134,-19.562902,Coneheads
2537,1.6010162,-16.140413,-6.1578546,Six Days Seven Nights
2538,31.689907,-19.959051,19.46452,Enough Said
2539,17.059042,-36.55222,-0.4296303,Doubt
2540,24.827892,21.875586,11.319884,Blockers
2541,26.920485,-6.3664074,60.45936,Parker
2542,-0.5907113,-11.780495,-58.37313,Paterson
2543,23.171696,9.729552,-2.428658,The Garbage Pail Kids Movie
2544,33.15406,-27.431068,17.055866,Thank You for Smoking
2545,36.14317,-21.73866,-15.498769,My Sister's Keeper
2546,-3.1989942,-49.830753,19.940296,Emma
2547,41.920467,-31.262388,-1.6375473,Snowden
2548,17.542559,-12.889456,8.760365,It Could Happen to You
2549,17.473778,-14.50001,-6.265415,Miracles from Heaven
2550,-30.256891,10.411578,49.80372,Bitter Moon
2551,12.831749,-61.5465,17.292496,Ace Ventura: When Nature Calls
2552,37.969284,-43.707912,-9.398865,The Natural
2553,71.96291,-7.4026933,-9.466306,Meet the Spartans
2554,0.25843728,12.674967,30.04454,Something Borrowed
2555,16.164755,-21.24909,34.531853,The Campaign
2556,33.859962,-1.7481289,-20.569466,Wild Hogs
2557,-4.751007,8.917911,-35.521477,"Good Morning, Vietnam"
2558,72.82322,-6.070762,-8.018999,Disaster Movie
2559,-14.35515,-56.527164,-6.168128,Miracle
2560,-28.932482,-41.844536,22.255852,Dumbo
2561,29.687393,-2.2479231,-39.22729,Punisher: War Zone
2562,12.417451,-43.310333,6.3343167,Lady in the Water
2563,8.469626,13.668763,36.47354,Night of the Living Dead
2564,7.4059057,42.036377,0.89742637,Go
2565,-33.009464,-33.33512,-25.174538,The Legend of Zorro
2566,1.4407254,0.53025216,-20.780592,Der Himmel über Berlin
2567,-56.788235,-16.769602,-30.163963,I Am Sam
2568,49.29824,3.983202,-31.900204,The Big Sick
2569,25.29123,-6.011314,-44.338802,The Love Witch
2570,-14.227532,-32.896145,42.740234,Zombeavers
2571,-8.296139,-51.75876,0.020030053,Fright Night
2572,-0.02176544,-50.31818,-21.989893,The People vs. Larry Flynt
2573,19.730776,-11.596425,-47.273693,Killing Them Softly
2574,12.110984,-43.12803,32.767754,Ronin
2575,-1.3251806,47.03085,-29.741491,Rashômon
2576,11.366026,-35.00973,-2.29624,Capote
2577,-13.262884,-41.520355,-40.745346,Sleeping Beauty
2578,27.927887,-2.842224,4.043234,Disclosure
2579,17.238504,10.492919,-11.684937,Lucía y el sexo
2580,26.170488,-33.78807,-27.652624,Rambo III
2581,-44.414024,-30.697397,-38.890484,Johnny Mnemonic
2582,22.710772,5.293909,-17.577084,Alvin and the Chipmunks: The Squeakquel
2583,51.857388,-27.628319,-31.935472,The Taking of Pelham 123
2584,-13.115592,-13.105852,-46.68398,The Babysitters
2585,8.674323,-8.6360855,-20.217306,Ocean's Eleven
2586,4.268901,-33.744923,34.87124,Double Indemnity
2587,-16.096909,-50.5822,-14.534303,Maid in Manhattan
2588,-22.68714,-35.553104,-39.85021,The Thirteenth Floor
2589,-25.071707,-21.432081,-38.780155,The Bucket List
2590,0.36060593,-55.658134,8.108261,Trainwreck
2591,14.439971,-2.6723583,56.092724,Naked Gun 33 1/3: The Final Insult
2592,13.25064,21.821236,-18.540873,Rent
2593,50.707294,13.0962925,-31.919498,God's Not Dead
2594,6.532199,-19.74386,1.4550561,Only God Forgives
2595,63.106167,2.331145,-18.699532,Ice Age: Continental Drift
2596,17.426054,-9.365364,38.36174,The Way Back
2597,10.333592,-37.21203,-12.615835,The Pelican Brief
2598,41.298157,4.0084786,-13.561229,Conan the Destroyer
2599,2.0660684,-36.61154,-11.223927,Driving Miss Daisy
2600,45.939133,-14.823686,6.83075,Killer Klowns from Outer Space
2601,55.192776,11.582748,3.2782707,King of New York
2602,19.720102,-15.826667,-58.870247,Elektra
2603,49.35817,-25.663252,4.6718864,All That Jazz
2604,-9.869566,-62.27295,-13.450435,The Way
2605,25.672167,-2.0854993,-58.319626,Sleepaway Camp
2606,24.227045,-15.5957575,32.22751,On Golden Pond
2607,20.791998,-9.415863,50.53352,Hotel Transylvania 2
2608,24.686474,-7.9282417,-55.368313,Friday the 13th Part 2
2609,26.596592,-10.526933,6.5841236,Death at a Funeral
2610,13.942961,-16.667645,13.074474,Matchstick Men
2611,27.62239,-35.238823,38.997772,Resident Evil: Extinction
2612,18.140104,0.9338261,4.1097913,Before We Go
2613,50.386013,14.243387,-1.6627116,V/H/S
2614,17.393356,-8.922973,18.585663,Drop Dead Gorgeous
2615,11.34933,-2.357749,24.9149,The Time Traveler's Wife
2616,21.711351,-19.923838,6.1173444,27 Dresses
2617,13.450787,29.045738,-20.190027,Kaze tachinu
2618,51.14001,-40.86404,19.299965,Super
2619,4.42469,-3.8421733,-44.477898,Fire and Ice
2620,27.995352,-37.807804,25.170921,Land of the Lost
2621,-16.520994,-41.509235,44.248436,Raise Your Voice
2622,29.591534,-4.2760186,53.07418,You Only Live Twice
2623,25.432709,-22.289255,-31.963161,Insidious: Chapter 2
2624,20.46469,27.729198,-36.129036,Ging chaat goo si
2625,15.491556,3.9545023,-46.956802,Beautiful Girls
2626,12.529526,-23.401138,-2.5730073,Of Mice and Men
2627,50.999397,-9.284004,39.52385,The Mountain Between Us
2628,15.569995,5.282332,26.131405,The F Word
2629,-28.54565,-45.202206,8.860254,The Outlaw Josey Wales
2630,-16.335503,-38.088856,13.422826,No Way Out
2631,3.5983098,-29.822897,24.683105,Mona Lisa Smile
2632,16.79937,-30.34274,-9.440518,It's Complicated
2633,6.4281516,-60.482857,-25.369478,The Man Who Fell to Earth
2634,-29.189375,14.570393,33.04594,Nine
2635,-0.27808943,-45.483944,5.6239157,The Monuments Men
2636,61.42568,-12.787029,-10.381427,The Last Witch Hunter
2637,24.647232,-31.861536,17.342731,Case 39
2638,24.09261,-38.885147,-6.9480987,Christopher Robin
2639,17.348228,-22.005716,23.352734,The Right Stuff
2640,18.021797,32.107967,32.454037,The Woman in Black
2641,-14.260184,-41.396923,-40.007755,One Hundred and One Dalmatians
2642,9.677191,33.04056,7.7580743,Diary of a Wimpy Kid: Dog Days
2643,12.337908,35.45297,-19.912378,Kaze no tani no Naushika
2644,44.877766,-31.670074,1.8100398,Brick
2645,-43.47653,-50.647312,-3.8771067,Withnail & I
2646,-8.741284,46.96309,39.560555,Invictus
2647,-4.907855,15.220323,54.949795,Stand and Deliver
2648,21.467476,-12.501982,59.17374,Doomsday
2649,28.451584,-31.008963,39.056705,Joan of Arc
2650,7.6124363,-21.314087,51.46086,Philomena
2651,18.821007,-13.468955,-3.356191,Single White Female
2652,30.41647,29.037271,44.88534,Snakes on a Plane
2653,6.107484,20.733135,5.80326,Private School
2654,-33.791683,-12.923769,-8.221899,The Frighteners
2655,11.693315,-49.100174,-22.361639,The Rookie
2656,33.656498,11.608934,-21.384106,The Skeleton Key
2657,40.058918,-0.74776745,-39.225174,Europa Report
2658,-9.284832,-42.11137,-22.613186,Jack Ryan: Shadow Recruit
2659,44.01113,-31.322687,25.103003,Boxing Helena
2660,23.484348,42.739807,-12.738922,Babe
2661,34.574337,9.973572,-60.06309,I Origins
2662,-10.16848,-44.22776,-38.927845,Pinocchio
2663,-3.0657582,12.982075,29.662416,Sirens
2664,46.959293,19.196245,-6.6363573,Into the Blue
2665,24.031004,-41.16833,-3.5250988,T2 Trainspotting
2666,25.785402,-19.190262,3.6075656,Naked Lunch
2667,-52.61959,9.920496,17.168365,La dolce vita
2668,29.757101,-5.550137,58.091515,Doom
2669,6.4966636,25.366365,26.987654,The Counselor
2670,38.76955,-47.281376,33.24047,Rio 2
2671,-17.052126,-58.573727,-5.213279,Youngblood
2672,-39.687702,14.241604,36.29415,Swimming Pool
2673,35.81741,-3.3477411,19.550417,Slums of Beverly Hills
2674,36.448994,50.76332,3.8726423,The House of the Devil
2675,-18.105467,-2.8976848,-11.452527,Dennis the Menace
2676,56.429977,-38.309433,-10.038956,The Ringer
2677,47.65925,-34.738815,-15.526834,Meet the Parents
2678,43.933247,-38.5225,11.751925,Big Eyes
2679,23.264242,-9.744873,-46.096676,In the Name of the King: A Dungeon Siege Tale
2680,2.7024016,-40.299503,21.157276,The Good Son
2681,43.615993,-23.382633,-12.523261,Girls Trip
2682,-12.3247175,4.121955,17.078506,War Horse
2683,-7.87987,-32.7889,53.483402,Pompeii
2684,0.90470076,-12.615293,-34.7701,Outlander
2685,51.644917,-31.714487,-7.4766703,On the Basis of Sex
2686,27.458954,2.7772648,-20.91578,Max Steel
2687,24.834936,-43.220123,-26.343704,Lethal Weapon 2
2688,17.564592,-19.71694,35.140697,Keeping Up with the Joneses
2689,27.705433,-13.946876,36.721035,Gangster Squad
2690,-0.91459286,-47.944386,7.4702816,Suburbicon
2691,31.263971,-27.606287,-30.138412,Hitch
2692,-23.9795,-1.5379455,37.080643,The Inbetweeners Movie
2693,29.181355,-1.240226,16.768518,Blow Out
2694,28.930668,19.0418,-27.318312,One Piece Film Red
2695,8.258763,-15.889791,-0.7026648,Joe Versus the Volcano
2696,47.39339,-8.313009,-23.12807,Epic
2697,-2.7768216,13.148184,66.00728,Mimic
2698,10.906908,-14.079324,3.7855916,City of Angels
2699,35.20703,-3.6887035,22.46113,Going in Style
2700,-14.174399,-21.6662,40.548775,Book Club
2701,23.082962,19.264648,-37.379776,DOA: Dead or Alive
2702,31.523518,-36.228542,22.873287,Karigurashi no Arietty
2703,-18.585213,-42.559525,43.734985,Agent Cody Banks
2704,-14.896846,-25.247187,29.616032,The New World
2705,0.70439833,-58.031055,-2.4091997,The First Wives Club
2706,-16.355919,-10.756893,25.978693,Street Kings
2707,10.303657,5.982979,-32.67559,Replicas
2708,42.666405,24.00636,17.95092,The Infiltrator
2709,-41.605896,-16.700214,30.771921,True Grit
2710,15.830371,-40.254784,8.255397,Les frères Sisters
2711,-27.176458,-44.48062,-17.217203,The Pink Panther
2712,-2.4766319,45.61946,18.794624,Kickboxer
2713,-0.1638952,-24.667253,4.1614103,Silverado
2714,21.679047,-12.000606,12.755651,Cold Pursuit
2715,-13.589572,44.37181,27.442326,Far from the Madding Crowd
2716,47.12922,-20.776972,-18.356155,Madagascar: Escape 2 Africa
2717,44.383877,-45.307228,-0.013952842,The Missing
2718,-4.584077,20.012838,-46.551723,Chinjeolhan geumjassi
2719,-23.249668,-29.228971,33.192493,Gods and Monsters
2720,71.25217,-16.720655,-4.6157866,Ginger Snaps
2721,-0.052386783,-70.05981,-5.9954047,The Heartbreak Kid
2722,41.661854,20.138754,-29.386196,Sex and the City
2723,40.707623,11.782186,5.134111,Finding Forrester
2724,-1.2340095,-54.99493,-26.63283,Hotel Artemis
2725,7.9751887,-14.5760565,-55.140068,The Wife
2726,26.560326,-35.473156,16.521812,Florence Foster Jenkins
2727,17.703197,-28.82076,6.6403737,The Good Shepherd
2728,14.587206,6.2204814,55.816093,Horns
2729,-25.464128,-12.234052,49.576656,The Sons of Katie Elder
2730,41.70135,-10.810662,24.784952,Serendipity
2731,65.591125,9.606788,2.5377972,The Roommate
2732,14.8752985,-24.798908,26.186539,Payback
2733,24.842604,-36.432854,-6.425942,Stay
2734,11.131014,-46.654594,43.800797,Star Trek V: The Final Frontier
2735,11.960986,27.571249,44.484528,La región salvaje
2736,44.3665,22.848652,-4.688625,Rollerball
2737,29.661306,26.546762,-5.7246685,Miss March
2738,1.0251681,-68.02343,-6.9639606,Dumb and Dumber To
2739,-4.8368793,-48.531166,10.472888,The Mexican
2740,52.66621,-36.901756,21.25439,Without a Paddle
2741,6.314798,-31.608627,15.425597,Ed Wood
2742,1.2543458,3.7896314,-19.07363,Loving Vincent
2743,-18.029907,-41.43639,-41.090942,The Fox and the Hound
2744,50.29223,38.598454,1.9848515,The Curse of La Llorona
2745,-31.59415,-28.357307,-10.0319,Dora and the Lost City of Gold
2746,28.928759,-33.76335,27.803204,Anchorman 2: The Legend Continues
2747,13.890693,-31.795895,-48.570652,Mystic Pizza
2748,-16.671953,4.382159,40.79606,The Girl in the Spider's Web
2749,-12.914481,-19.889376,30.001791,The Imaginarium of Doctor Parnassus
2750,-19.313879,-43.856773,20.812426,Superman III
2751,31.926481,-40.98713,-32.091896,RoboCop 2
2752,15.743007,-21.631758,34.380257,G-Force
2753,50.402004,43.125988,-7.287706,The Belko Experiment
2754,-18.672323,-52.57362,-35.46321,The SpongeBob SquarePants Movie
2755,30.236067,-10.968223,22.37447,The Emoji Movie
2756,17.244654,12.927521,1.4877895,Election
2757,17.397741,-27.273525,-7.9785233,Rise of the Guardians
2758,9.551774,28.414324,1.3414944,An Education
2759,64.91816,-1.0900716,20.593733,The Commuter
2760,0.93542767,-27.760967,49.435585,Poison Ivy
2761,21.858213,-4.376035,33.948643,The Exorcism of Emily Rose
2762,-34.67692,-29.113747,30.964846,Waiting for Guffman
2763,-4.119127,-31.858395,-0.9618409,Sneakers
2764,50.15474,-25.578094,21.985613,Norbit
2765,28.435057,12.428768,-45.209045,Crank: High Voltage
2766,-9.073092,43.69178,1.2085832,The Man Who Killed Don Quixote
2767,-7.739947,-62.23345,-12.455016,Maximum Overdrive
2768,41.265953,-47.61233,2.646137,Bandits
2769,1.9269489,-6.8590326,17.338797,The Hole in the Ground
2770,60.396317,12.402647,21.292093,Æon Flux
2771,-35.81678,-31.030016,12.481683,Mallrats
2772,-10.719503,-26.469978,-11.042358,Frances Ha
2773,37.95227,-8.11326,-31.626072,Hot Shots! Part Deux
2774,15.495243,-62.236336,-13.632939,Love & Basketball
2775,22.079668,-8.005825,-54.422665,Meatballs
2776,-12.417361,-43.953323,-38.377335,Lady and the Tramp
2777,8.946547,-53.17708,34.50196,Hoodwinked!
2778,9.20223,-6.8799686,-17.709532,Wild Card
2779,19.58089,-30.918839,6.3995514,Killer Elite
2780,37.798843,-19.114523,33.939686,The Thomas Crown Affair
2781,32.291504,-43.675045,2.33279,Stranger Than Fiction
2782,14.74288,-27.968693,3.7370026,The Score
2783,14.998868,-33.881084,-0.4729873,A Most Wanted Man
2784,-26.738934,-1.9736013,64.49787,The Last Black Man in San Francisco
2785,38.360138,-55.51353,6.9964013,Calvary
2786,4.4672174,-48.196938,-3.4585416,Draft Day
2787,-24.918148,-36.858303,13.745064,To Live and Die in L.A.
2788,49.35995,5.3657274,39.67193,Regression
2789,29.737558,-3.0970054,31.447676,The Purge: Anarchy
2790,6.2437863,8.938517,9.358874,Michael Collins
2791,5.705602,-14.318758,61.42844,Five Easy Pieces
2792,34.34528,-37.321995,7.5806246,American Wedding
2793,9.924006,-22.818207,3.3223758,Drop Dead Fred
2794,30.230476,-0.63585204,26.358643,Surf's Up
2795,61.53244,1.1539847,-7.0985694,Little Nicky
2796,10.370294,-33.55853,55.222363,Ali
2797,37.16983,-0.54102373,0.4956315,Copycat
2798,-4.6042595,-27.14754,40.92059,Three Days of the Condor
2799,9.523856,-23.089994,-13.116081,48 Hrs.
2800,-3.0079668,-28.172632,35.251778,Little Big Man
2801,58.281696,-8.37008,23.793747,Boy Erased
2802,35.16308,-30.267008,22.408083,Far and Away
2803,2.4883883,-43.254665,4.879803,Three Kings
2804,11.245925,-30.910122,27.363783,Next Friday
2805,32.656437,-53.252785,30.898115,Star Trek: Insurrection
2806,25.552074,-43.806557,-27.100906,Lethal Weapon 4
2807,61.952938,7.818586,10.325774,The Big Sleep
2808,22.401035,-50.36466,-6.7050304,Body of Lies
2809,42.047684,20.494032,-29.906488,Sex and the City 2
2810,8.754893,-8.180427,14.516409,Bio-Dome
2811,-3.325848,23.334436,-27.862755,Last Christmas
2812,9.1781,-18.61935,31.22672,The Watch
2813,30.840094,-48.01298,4.124299,Wag the Dog
2814,27.384663,20.98887,27.7556,"I Love You, Beth Cooper"
2815,-7.6833076,-58.616257,11.075687,Vegas Vacation
2816,27.640663,-39.113644,-7.3972745,Jack the Giant Slayer
2817,-17.916899,-5.424862,48.886883,Patton
2818,-35.17735,-32.222733,-1.779425,Hotel Mumbai
2819,18.812204,-17.452784,4.8150773,Drive Angry
2820,-22.283842,-30.605328,40.575096,Freddy Got Fingered
2821,-18.457228,-36.703594,8.542191,Antz
2822,51.986816,-9.870104,16.183914,The Long Goodbye
2823,6.257945,-11.535006,-12.351029,The Recruit
2824,-18.645111,-6.4005938,-13.658641,The Fisher King
2825,14.70036,-39.482525,6.2231817,8MM
2826,-25.048985,-44.8307,-27.792706,The Producers
2827,14.225238,22.859072,10.5356045,Romy and Michele's High School Reunion
2828,51.59688,-11.618788,-6.790135,Walk Hard: The Dewey Cox Story
2829,63.8121,27.731604,5.3632903,Enemy Mine
2830,6.0846906,9.4505,30.010637,Before I Fall
2831,18.569986,-49.228012,-20.236204,A Nightmare on Elm Street
2832,-20.615974,26.287802,19.513035,Spies in Disguise
2833,8.514913,-44.52248,27.572554,Man on the Moon
2834,26.85585,-22.59374,-11.659065,AVPR: Aliens vs Predator - Requiem
2835,30.653677,14.218259,-9.009109,The Legend of Billie Jean
2836,-13.808333,-29.251123,-23.696033,Frequency
2837,5.9841704,47.476315,-21.347858,Maniac
2838,17.470737,-25.171694,11.695371,Life Itself
2839,21.026464,-20.81652,26.889103,City of Lies
2840,5.850235,2.4610484,52.35832,Horton Hears a Who!
2841,47.489864,-9.604948,11.186948,Mission to Mars
2842,64.60407,0.8850121,-20.133204,Ice Age: Collision Course
2843,28.805038,26.99261,-36.49474,About Cherry
2844,53.1425,10.273459,5.050431,Just Cause
2845,35.550102,-29.448948,18.27483,Birth
2846,-24.580065,-32.605198,14.574992,At Eternity's Gate
2847,-29.172703,6.5153675,57.981445,Shane
2848,45.78871,-20.719078,-18.528893,Madagascar 3: Europe's Most Wanted
2849,8.516324,-43.934856,-23.178421,Josie and the Pussycats
2850,22.84136,-39.365376,-15.22595,Executive Decision
2851,33.25954,-33.371193,-10.565113,The Spirit
2852,1.716435,16.169592,63.46983,Dial M for Murder
2853,34.398777,10.118631,-60.646408,Another Earth
2854,-19.936296,-33.808395,-0.32950225,That Awkward Moment
2855,-11.008137,-39.236423,-23.773573,Wild Wild West
2856,16.527966,-25.64511,11.985333,A Most Violent Year
2857,-8.493642,4.195742,47.137817,The Grapes of Wrath
2858,-1.7506549,51.76587,19.323107,Universal Soldier
2859,1.6516118,-1.2750599,6.8989053,All the Money in the World
2860,5.052443,-63.04415,6.411772,Morgan
2861,34.26545,5.5860963,37.96926,The Gods Must Be Crazy
2862,50.479973,-29.517746,-13.686935,Australia
2863,1.9421406,-10.634206,67.37338,Friday the 13th Part III
2864,20.993382,35.19151,-12.509326,El orfanato
2865,63.524292,5.2678714,7.3902907,The African Queen
2866,15.176474,-31.238657,-50.18612,SLC Punk!
2867,0.0048812735,-13.221061,69.99071,Friday the 13th: A New Beginning
2868,54.64311,10.478626,24.417448,Kubo and the Two Strings
2869,-44.04674,15.591232,11.305665,Under the Tuscan Sun
2870,-0.4717706,-43.686836,5.9540305,The American
2871,-44.365967,0.15611902,16.454006,Barb Wire
2872,-6.8372316,-37.67618,-19.332441,Abraham Lincoln: Vampire Hunter
2873,-15.486384,-47.77859,24.394293,3 Men and a Baby
2874,63.56655,-23.457893,4.5897603,Boiler Room
2875,-9.6992035,-63.56145,-10.308958,Repo Man
2876,-5.430779,-44.558407,-0.37272432,Cat on a Hot Tin Roof
2877,-9.671277,-37.130005,1.5596064,Bernie
2878,23.16048,-18.271841,8.510465,Wanderlust
2879,-24.999514,26.985212,6.498754,Mortal Kombat: Annihilation
2880,-29.996283,-39.856388,8.621034,Escape from Alcatraz
2881,26.367409,10.435448,12.220874,Due Date
2882,-0.71582896,-59.241352,-20.878456,30 Minutes or Less
2883,-0.9645007,-49.22363,8.271953,Better Watch Out
2884,18.8448,10.684883,11.95958,Big Fat Liar
2885,34.40067,-57.43668,1.3955631,Peter Rabbit 2: The Runaway
2886,14.636985,-21.429657,-20.671347,Man on a Ledge
2887,16.450962,-59.818687,8.041479,Varsity Blues
2888,-8.444582,-20.411411,9.403694,Original Sin
2889,-0.6784082,-32.46096,12.673962,The Lawnmower Man
2890,50.420765,-23.581547,4.42938,2010: The Year We Make Contact
2891,22.224836,9.42866,64.013954,A Nightmare on Elm Street 3: Dream Warriors
2892,-30.101992,-8.274619,18.617487,Enough
2893,-26.358126,-43.269527,9.156871,Pale Rider
2894,-15.274737,21.668661,55.280895,Chaplin
2895,31.123264,-15.280031,-15.750818,A Good Day to Die Hard
2896,0.9845164,-35.856594,53.71131,Little Man
2897,6.617591,-28.55147,37.282978,The Hustler
2898,34.534824,-6.6378236,28.422764,The Hills Have Eyes
2899,31.252012,25.06479,-28.636267,The Long Kiss Goodnight
2900,23.445776,2.1826017,-42.110703,Above the Law
2901,3.0815456,-46.79351,-18.641996,Semi-Pro
2902,-15.668826,-34.49437,-19.015877,Labor Day
2903,32.08291,-17.600567,-13.124333,Criminal
2904,-0.8226195,-28.67302,48.64584,Music and Lyrics
2905,43.84834,-31.147217,-38.854324,The Muppets
2906,59.02628,-6.106401,-22.419758,Annabelle Comes Home
2907,37.902794,-17.12456,22.751371,Queen of the Damned
2908,-2.4776697,-5.4582295,50.706738,Martha Marcy May Marlene
2909,-15.056188,25.957273,24.555338,The Little Hours
2910,-30.05347,40.32785,-9.552554,Nikita
2911,9.389064,-29.183218,8.737417,The Last Song
2912,23.03205,-23.500664,-9.500291,Bicentennial Man
2913,9.645295,-36.694214,-15.5939455,John Q
2914,-6.754105,-21.901604,-1.8250854,Marley & Me
2915,15.541261,-1.9011999,-62.081215,The Karate Kid Part III
2916,51.35143,-16.905867,-1.3648427,The Polar Express
2917,26.951033,-14.82022,-24.575754,The Siege
2918,44.590843,16.340088,21.559868,Calendar Girls
2919,66.504654,10.153778,1.9293683,The Unborn
2920,1.4598937,-5.690672,-64.254524,Summer of Sam
2921,22.689371,7.4950886,63.703285,Wes Craven's New Nightmare
2922,16.08503,-35.28415,0.9948391,Charlie Wilson's War
2923,55.079082,-10.094356,32.24956,Scanners
2924,3.8794072,-11.487241,-23.89834,American Gigolo
2925,-41.41124,-9.072298,38.680214,Touch of Evil
2926,51.088192,-36.73823,19.7076,CHIPS
2927,17.140371,-54.2077,2.156889,"Planes, Trains & Automobiles"
2928,-24.646444,37.3474,53.754604,Jesus Christ Superstar
2929,47.863617,37.183765,30.582191,How High
2930,6.5233154,-21.000109,53.02362,Victoria & Abdul
2931,24.30839,29.702137,-44.242897,Hannah Montana: The Movie
2932,24.282167,10.80438,57.54431,Cujo
2933,-23.71309,-45.325428,10.491835,Trouble with the Curve
2934,17.16226,-32.423035,8.0948715,Backdraft
2935,10.975192,-36.460236,-11.746129,The Net
2936,-1.6947242,-53.32828,-2.4227865,The Big Wedding
2937,14.282405,-3.5485625,5.3056026,Flatliners
2938,42.04693,4.3020477,-13.131835,Red Sonja
2939,-3.1089432,-19.365665,14.891984,Perfect
2940,-0.6419364,-12.585926,64.256905,Jason X
2941,19.796879,-30.616241,-25.528667,Over the Top
2942,-20.147512,-49.582447,5.011454,The Best Little Whorehouse in Texas
2943,-17.229334,-26.103456,27.599497,Somewhere in Time
2944,23.836325,-28.715273,-27.121035,Bullet to the Head
2945,7.8000507,-23.020737,10.270309,Dangerous Minds
2946,24.311247,-37.067528,29.194818,Daddy's Home
2947,2.64057,51.072655,-5.544473,The Spy Who Dumped Me
2948,36.0526,-16.773338,50.602024,The Guardian
2949,42.763596,-35.483475,7.0864367,Dracula 2000
2950,40.97506,-45.063538,0.39459825,I'm Not There
2951,28.794111,-18.82947,26.647924,Gulliver's Travels
2952,69.11983,2.944053,-4.6218443,Genius
2953,15.066181,-43.947018,-47.10762,The Hand That Rocks the Cradle
2954,-11.528377,43.998745,10.445591,Todo sobre mi madre
2955,-7.9489307,-43.974136,-24.072954,Frankenstein
2956,12.456908,33.357468,22.379438,Maps to the Stars
2957,27.250116,-34.407536,37.7357,Resident Evil: Afterlife
2958,39.67169,4.6488214,-27.418106,Cool World
2959,-1.8805127,-25.31139,17.17977,House Party
2960,-5.9113736,10.870599,-58.02559,Kairo
2961,-37.128807,-33.147118,-37.78457,Filth
2962,16.611412,-11.973747,13.079732,Rob Roy
2963,24.288862,-38.571045,-32.59348,Death Race 2000
2964,-6.2253227,-26.705488,-17.035967,TMNT
2965,9.87752,-46.849792,45.187878,Star Trek III: The Search for Spock
2966,50.15577,20.044218,22.806318,Saw 3D
2967,1.9857949,-72.02965,-7.123186,The Three Stooges
2968,40.97094,-4.6237845,24.41634,The Grey
2969,39.71981,-14.113208,27.309452,Underworld: Evolution
2970,1.5044988,49.910408,18.39283,Lionheart
2971,57.862377,-20.769545,15.650545,Baby Boy
2972,70.65835,11.208256,-6.1076865,Conspiracy Theory
2973,10.366163,-9.737266,20.83686,A Dog's Purpose
2974,-24.536709,-32.251873,-46.2849,Awake
2975,37.016045,8.38629,13.82335,The Collector
2976,18.27046,-52.892548,3.654192,Alpha
2977,32.65652,-0.9338361,4.407445,Dead Man Walking
2978,16.834305,34.270653,15.323652,The Jerk
2979,9.980332,-25.906033,20.483109,The Hot Spot
2980,47.758137,-39.287342,5.596553,Ben-Hur
2981,-20.008131,-6.8587165,21.563337,Separate Tables
2982,5.330346,8.348346,10.115254,The Wind that Shakes the Barley
2983,33.100323,-9.367115,12.245456,The Words
2984,43.396145,10.433122,-15.991844,Rock Star
2985,52.038166,-25.361366,6.176965,Sorcerer
2986,42.72134,29.037773,-10.97821,Take This Waltz
2987,42.499348,-25.193108,-6.5517826,Hairspray
2988,-44.17768,-9.671037,33.426945,Macbeth
2989,-16.352238,-29.219345,36.66414,The Mustang
2990,47.312145,-35.393036,-14.849361,Meet the Fockers
2991,0.6153694,-5.670276,-49.286915,Under Siege 2: Dark Territory
2992,30.309706,-31.640955,-15.116051,Volcano
2993,-2.4877148,-37.9174,29.736744,Detroit Rock City
2994,32.93561,-27.393251,50.5035,Jay and Silent Bob Strike Back
2995,-27.964668,41.66073,3.5684404,El espinazo del diablo
2996,53.61833,5.481479,19.546152,Soul Surfer
2997,41.97086,-5.0068917,16.268751,The Shack
2998,-0.4009729,1.8720845,-17.497993,Anthropoid
2999,33.279854,28.948593,-32.83059,Wayne's World 2
3000,43.602467,41.33593,-19.45176,3 Ninjas
3001,44.482784,-23.069874,-13.20379,Set It Off
3002,-10.160355,-27.332653,23.772764,Paper Moon
3003,21.76033,34.13598,2.9964666,The Little Vampire
3004,-18.874348,16.576172,29.487637,Defiance
3005,23.568336,-19.48997,28.048723,Gnomeo & Juliet
3006,60.68497,-28.134857,-7.5828767,Club Dread
3007,-1.3918221,-37.067333,-46.29844,Gold
